cell_id,cycle,height_mean,height_std,height_median,roughness_mean,roughness_std,roughness_median,length_mean,length_std,length_median,wideth_mean,wideth_std,wideth_median,adhesion_mean,adhesion_std,adhesion_median,elastic_modulus_mean,elastic_modulus_std,elastic_modulus_median
15,P4,3.01215,0.18764756298640525,3.0525,110.71400000000001,20.714939790554926,106.85,110.74000000000001,0.756306816047562,110.7,29.641000000000002,0.3973186444947653,29.725,485.0,1.6858544608470538,485.0,3.1593,0.12519799056736192,3.128
16,P4,3.3145000000000002,0.08110843943368913,3.3440000000000003,111.8355,9.262712161076111,108.55000000000001,95.715,0.6710988632165316,95.655,29.3485,0.3586271337372999,29.354999999999997,486.0,8.331045299929281,484.95000000000005,2.9915499999999997,0.18884649154384903,2.974
17,P4,2.18465,0.03418413759564346,2.1745,119.85999999999999,12.160263155047263,121.44999999999999,94.74,0.41014759859296673,94.75999999999999,31.336000000000002,0.33940195080542285,31.39,517.39,4.542767531153798,517.0,8.2674,0.4172614225360903,8.35
18,P4,2.2733,0.0391409060487335,2.2765,118.465,19.807369043390207,113.15,104.85499999999999,0.559581610622944,104.8,31.1315,0.5014849003341559,31.215,523.745,4.377511309312435,524.75,2.55585,0.14305768987222942,2.5525
19,P4,2.5994,0.07321518392993838,2.6355,136.02,20.367197569673284,133.0,114.75,0.5286527066142087,114.65,34.620999999999995,0.2798853148589351,34.665,562.0600000000001,2.507126684179772,561.5999999999999,3.08955,0.175637627847194,3.1224999999999996
20,P4,2.62565,0.07569834525063429,2.6535,126.24000000000001,14.167843501171387,129.15,65.372,0.49282857060036556,65.25999999999999,22.8565,0.3914786409445477,22.9,510.43,8.7499233079346,509.85,1.9896,0.1827585119336729,1.9165
21,P4,2.53285,0.09596231442328629,2.565,132.245,50.57146558662253,113.15,77.4025,0.21884565577738427,77.38,24.855,1.801629379493083,24.21,518.9100000000001,8.057353620663621,514.9000000000001,3.0011,0.15340071364686783,3.005
22,P4,2.33135,0.06162900462060287,2.346,131.825,30.546545588141736,126.15,94.66900000000001,0.35898834462827567,94.66,20.6665,0.24917284214608382,20.725,504.16499999999996,3.728873824628558,503.4,3.45955,0.22587408579024512,3.494
23,P4,3.53945,0.07494873686657252,3.5475000000000003,101.795,13.546153658783306,103.7,89.7895,0.33783326625640764,89.92,33.606,0.2670383374802404,33.67,526.155,21.383502617918495,518.15,3.6279000000000003,0.2746214427937215,3.6
24,P4,2.1134500000000003,0.01655763458824654,2.1155,129.81,15.65801963683047,122.30000000000001,113.915,0.38151360602074036,113.9,24.744999999999997,0.2659145094119326,24.755000000000003,373.99,14.146708748717915,374.6,2.17865,0.10873496266272023,2.1905
25,P4,2.86715,0.050815740412633904,2.879,167.075,6.71446788266713,167.7,81.0965,0.37760010871987054,81.195,31.485500000000002,0.3504354434129059,31.525,609.8230000000001,9.747477460456368,608.6500000000001,1.06155,0.0674883810662797,1.0419999999999998
26,P4,1.5192,0.1623085430835196,1.509,126.125,13.99826587004337,125.3,76.4495,0.39086240680402445,76.39500000000001,15.5375,0.24806355297743718,15.489999999999998,490.495,14.046144816657925,487.15,1.3945500000000002,0.08245858609661362,1.4005
